item_id	Category	itemID
111876	Arts & Entertainment|Bars & Nightlife	626
112320	Drinks & Spirits|Food & Restaurants|Specialty Food & Groceries	627
112343	Bars & Nightlife|Asian|Food & Restaurants	628
112485	Food & Restaurants	629
112650	Food & Restaurants|Specialty Food & Groceries	630
112668	Food & Restaurants|Bars & Nightlife	631
112748	Food & Restaurants	632
112769	Asian|Food & Restaurants	633
112783	Asian|Food & Restaurants	634
112807	Arts & Entertainment|Travel & Transportation|Food & Restaurants|Shopping & Fashion	635
112883	Drinks & Spirits|Food & Restaurants|Specialty Food & Groceries	636
112999	Food & Restaurants	637
113361	Food & Restaurants|Arts & Entertainment|Bars & Nightlife|Drinks & Spirits	638
113435	Food & Restaurants|Coffee,Tea & Desserts	639
113590	Food & Restaurants	640
113773	Food & Restaurants|Coffee,Tea & Desserts	641
113993	Food & Restaurants	642
114049	Food & Restaurants|Coffee,Tea & Desserts	643
114523	Active Life & Fitness|Outdoor Activities	644
114595	Active Life & Fitness|Outdoor Activities|Arts & Entertainment|Food & Restaurants|Shopping & Fashion	645
114652	Drinks & Spirits|Food & Restaurants|Bars & Nightlife	646
114766	Food & Restaurants|Coffee,Tea & Desserts	647
114849	Asian|Food & Restaurants|Bars & Nightlife	648
114915	Food & Restaurants|Asian	649
114949	Food & Restaurants	650
114953	Bars & Nightlife	651
115065	Food & Restaurants	652
115199	Food & Restaurants|Asian	653
115305	Food & Restaurants	654
115352	Food & Restaurants|Coffee,Tea & Desserts	655
115438	Arts & Entertainment	656
115465	Food & Restaurants	657
115499	Food & Restaurants	658
115509	Food & Restaurants	659
115542	Food & Restaurants	660
115835	Food & Restaurants|Bars & Nightlife	661
115939	Food & Restaurants|Coffee,Tea & Desserts	662
116209	Asian|Food & Restaurants	663
116238	Food & Restaurants	664
116245	Arts & Entertainment|Event Services|Travel & Transportation	665
116248	Food & Restaurants	666
116341	Food & Restaurants|Bars & Nightlife	667
116500	Food & Restaurants	668
116552	Coffee,Tea & Desserts|Food & Restaurants	669
116839	Food & Restaurants	670
117062	Food & Restaurants	671
117258	Food & Restaurants	672
117459	Food & Restaurants	673
117660	Asian|Food & Restaurants	674
117968	Bars & Nightlife|Food & Restaurants	675
118335	Drinks & Spirits|Event Services|Shopping & Fashion|Food & Restaurants|Specialty Food & Groceries	676
118361	Food & Restaurants|Coffee,Tea & Desserts	677
118384	Bars & Nightlife|Food & Restaurants	678
118857	Technology & Electronics|Automotive|Shopping & Fashion	679
118876	Bars & Nightlife|Food & Restaurants	680
119166	Food & Restaurants	681
119219	Food & Restaurants	682
119380	Coffee,Tea & Desserts|Food & Restaurants	683
119625	Food & Restaurants	684
119775	Bars & Nightlife|Coffee,Tea & Desserts|Food & Restaurants	685
119792	Food & Restaurants	686
119814	Food & Restaurants	687
119890	Arts & Entertainment|Health & Beauty|Event Services|Travel & Transportation	688
120026	Food & Restaurants	689
120041	Bars & Nightlife	690
120171	Food & Restaurants|Coffee,Tea & Desserts	691
120199	Coffee,Tea & Desserts|Food & Restaurants	692
120253	Food & Restaurants	693
120277	Bars & Nightlife|Food & Restaurants	694
120569	Food & Restaurants	695
120851	Food & Restaurants|Asian	696
120946	Food & Restaurants	697
120993	Drinks & Spirits|Shopping & Fashion|Food & Restaurants|Specialty Food & Groceries|Miscellaneous	698
121181	Food & Restaurants	699
121231	Food & Restaurants|Coffee,Tea & Desserts	700
121240	Food & Restaurants	701
121631	Food & Restaurants|Specialty Food & Groceries	702
121802	Food & Restaurants|Asian|Bars & Nightlife|Drinks & Spirits	703
121814	Food & Restaurants	704
121819	Coffee,Tea & Desserts|Food & Restaurants|Public Services & Community	705
121878	Asian|Food & Restaurants	706
122008	Coffee,Tea & Desserts|Food & Restaurants	707
122290	Food & Restaurants|Asian|Bars & Nightlife	708
122336	Asian|Food & Restaurants	709
122351	Food & Restaurants	710
122467	Technology & Electronics|Automotive|Home & Garden|Shopping & Fashion	711
122718	Bars & Nightlife	712
122773	Food & Restaurants	713
122901	Miscellaneous|Shopping & Fashion	714
123066	Asian|Food & Restaurants|Health & Beauty|Coffee,Tea & Desserts|Specialty Food & Groceries	715
123261	Bars & Nightlife	716
123376	Food & Restaurants|Specialty Food & Groceries	717
123437	Food & Restaurants	718
123441	Food & Restaurants|Asian	719
123563	Food & Restaurants	720
123682	Asian|Food & Restaurants	721
123952	Shopping & Fashion	722
124073	Food & Restaurants|Asian	723
124330	Bars & Nightlife|Food & Restaurants	724
124345	Food & Restaurants	725
124753	Asian|Bars & Nightlife|Food & Restaurants	726
124826	Coffee,Tea & Desserts|Food & Restaurants	727
125103	Food & Restaurants	728
125116	Food & Restaurants	729
125132	Asian|Food & Restaurants	730
125386	Food & Restaurants	731
125492	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	732
125519	Bars & Nightlife|Food & Restaurants	733
125660	Food & Restaurants|Arts & Entertainment|Bars & Nightlife	734
125755	Food & Restaurants	735
125819	Drinks & Spirits|Event Services|Shopping & Fashion|Food & Restaurants|Specialty Food & Groceries	736
125840	Food & Restaurants	737
126114	Food & Restaurants	738
126472	Bars & Nightlife|Food & Restaurants	739
126571	Food & Restaurants|Arts & Entertainment|Bars & Nightlife	740
126690	Bars & Nightlife|Food & Restaurants	741
126697	Event Services|Food & Restaurants	742
126848	Food & Restaurants	743
127262	Shopping & Fashion	744
127295	Food & Restaurants|Specialty Food & Groceries	745
127338	Arts & Entertainment|Outdoor Activities|Coffee,Tea & Desserts|Food & Restaurants|Education & Learning|Shopping & Fashion|Specialty Food & Groceries	746
127524	Food & Restaurants	747
127647	Food & Restaurants	748
127837	Active Life & Fitness|Food & Restaurants|Bars & Nightlife|Sports & Recreation	749
127912	Food & Restaurants	750
127986	Arts & Entertainment|Bars & Nightlife	751
128034	Bars & Nightlife	752
128136	Asian|Food & Restaurants	753
128297	Food & Restaurants|Coffee,Tea & Desserts	754
128340	Arts & Entertainment	755
128381	Food & Restaurants	756
128417	Coffee,Tea & Desserts|Food & Restaurants	757
128504	Bars & Nightlife|Food & Restaurants	758
128702	Asian|Food & Restaurants	759
128841	Food & Restaurants	760
128968	Asian|Food & Restaurants	761
129058	Active Life & Fitness|Outdoor Activities	762
129244	Food & Restaurants|Bars & Nightlife	763
129331	Asian|Food & Restaurants	764
129388	Food & Restaurants	765
129414	Food & Restaurants	766
129452	Coffee,Tea & Desserts|Asian|Food & Restaurants	767
129494	Arts & Entertainment|Event Services|Travel & Transportation	768
129500	Food & Restaurants|Bars & Nightlife|Coffee,Tea & Desserts	769
129616	Food & Restaurants	770
129846	Asian|Food & Restaurants	771
129977	Food & Restaurants|Asian	772
130032	Coffee,Tea & Desserts|Food & Restaurants	773
130212	Drinks & Spirits|Food & Restaurants	774
130238	Food & Restaurants|Coffee,Tea & Desserts	775
130427	Event Services|Travel & Transportation	776
130647	Food & Restaurants	777
130859	Food & Restaurants|Asian	778
130887	Food & Restaurants|Coffee,Tea & Desserts	779
130898	Food & Restaurants|Coffee,Tea & Desserts	780
130935	Food & Restaurants|Bars & Nightlife	781
130937	Food & Restaurants	782
130993	Arts & Entertainment	783
131265	Asian|Food & Restaurants	784
131296	Food & Restaurants	785
131441	Arts & Entertainment	786
131541	Bars & Nightlife|Food & Restaurants	787
131627	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	788
131788	Food & Restaurants|Coffee,Tea & Desserts	789
131878	Bars & Nightlife|Food & Restaurants	790
131880	Arts & Entertainment|Shopping & Fashion	791
132025	Food & Restaurants	792
132082	Food & Restaurants	793
132475	Food & Restaurants|Asian	794
132513	Arts & Entertainment|Bars & Nightlife	795
132619	Food & Restaurants|Public Services & Community	796
133191	Active Life & Fitness|Sports & Recreation	797
133337	Food & Restaurants|Specialty Food & Groceries	798
133447	Asian|Food & Restaurants	799
133707	Bars & Nightlife|Food & Restaurants	800
133899	Food & Restaurants	801
133912	Bars & Nightlife	802
134047	Food & Restaurants|Coffee,Tea & Desserts	803
134144	Asian|Food & Restaurants	804
134150	Food & Restaurants|Coffee,Tea & Desserts	805
134226	Food & Restaurants|Drinks & Spirits	806
134273	Asian|Food & Restaurants|Specialty Food & Groceries	807
134513	Food & Restaurants|Coffee,Tea & Desserts	808
134552	Asian|Food & Restaurants	809
134580	Asian|Food & Restaurants	810
134706	Food & Restaurants|Asian	811
134923	Technology & Electronics|Miscellaneous|Automotive|Shopping & Fashion	812
134944	Food & Restaurants	813
135009	Food & Restaurants	814
135011	Bars & Nightlife	815
135034	Food & Restaurants	816
135088	Arts & Entertainment|Event Services|Travel & Transportation	817
135099	Bars & Nightlife|Food & Restaurants	818
135255	Food & Restaurants	819
135315	Asian|Food & Restaurants	820
135436	Food & Restaurants	821
135560	Food & Restaurants	822
135658	Food & Restaurants	823
135861	Arts & Entertainment|Outdoor Activities	824
135923	Food & Restaurants|Coffee,Tea & Desserts	825
136154	Coffee,Tea & Desserts|Food & Restaurants	826
136182	Asian|Food & Restaurants	827
136187	Arts & Entertainment|Bars & Nightlife	828
136224	Food & Restaurants	829
136597	Food & Restaurants|Bars & Nightlife	830
136678	Arts & Entertainment|Event Services|Travel & Transportation	831
136692	Bars & Nightlife|Food & Restaurants	832
136868	Asian|Food & Restaurants	833
136877	Arts & Entertainment|Event Services|Travel & Transportation	834
136993	Food & Restaurants|Bars & Nightlife	835
136999	Food & Restaurants|Coffee,Tea & Desserts|Specialty Food & Groceries	836
137065	Food & Restaurants|Arts & Entertainment|Bars & Nightlife|Event Services|Travel & Transportation	837
137413	Food & Restaurants|Asian	838
137636	Food & Restaurants	839
137805	Food & Restaurants	840
138015	Food & Restaurants	841
138227	Asian|Food & Restaurants	842
138310	Food & Restaurants|Arts & Entertainment	843
138354	Food & Restaurants	844
138659	Food & Restaurants	845
138979	Bars & Nightlife|Food & Restaurants	846
139011	Food & Restaurants	847
139265	Food & Restaurants|Coffee,Tea & Desserts	848
139304	Arts & Entertainment|Event Services|Travel & Transportation	849
139400	Food & Restaurants|Bars & Nightlife	850
139545	Arts & Entertainment|Bars & Nightlife|Food & Restaurants	851
139554	Food & Restaurants|Asian	852
139576	Food & Restaurants|Bars & Nightlife	853
139580	Active Life & Fitness|Arts & Entertainment|Event Services|Sports & Recreation|Travel & Transportation|Bars & Nightlife	854
139687	Asian|Food & Restaurants	855
139736	Food & Restaurants|Coffee,Tea & Desserts	856
139800	Food & Restaurants|Specialty Food & Groceries	857
140040	Food & Restaurants|Asian	858
140241	Food & Restaurants|Event Services	859
140386	Food & Restaurants|Coffee,Tea & Desserts	860
140455	Coffee,Tea & Desserts|Food & Restaurants	861
140516	Shopping & Fashion|Food & Restaurants	862
140576	Food & Restaurants	863
140619	Food & Restaurants|Bars & Nightlife	864
140721	Coffee,Tea & Desserts|Food & Restaurants	865
140958	Food & Restaurants|Coffee,Tea & Desserts|Shopping & Fashion|Miscellaneous|Specialty Food & Groceries	866
140962	Event Services|Food & Restaurants	867
141123	Food & Restaurants	868
141257	Food & Restaurants|Bars & Nightlife	869
141266	Arts & Entertainment|Event Services|Travel & Transportation|Food & Restaurants	870
141332	Food & Restaurants|Bars & Nightlife	871
141364	Food & Restaurants	872
141416	Food & Restaurants|Coffee,Tea & Desserts	873
141539	Food & Restaurants|Bars & Nightlife	874
141540	Food & Restaurants|Asian|Bars & Nightlife|Drinks & Spirits	875
141788	Food & Restaurants|Coffee,Tea & Desserts	876
142044	Food & Restaurants|Asian	877
142338	Shopping & Fashion|Miscellaneous|Health & Beauty|Technology & Electronics|Food & Restaurants|Specialty Food & Groceries|Automotive	878
142499	Arts & Entertainment|Event Services	879
142506	Arts & Entertainment	880
142513	Drinks & Spirits|Coffee,Tea & Desserts|Food & Restaurants	881
142528	Food & Restaurants|Coffee,Tea & Desserts	882
142661	Arts & Entertainment	883
143052	Food & Restaurants	884
143217	Coffee,Tea & Desserts|Food & Restaurants	885
143254	Food & Restaurants	886
143276	Food & Restaurants	887
143280	Shopping & Fashion	888
143357	Food & Restaurants|Coffee,Tea & Desserts|Travel & Transportation	889
143806	Food & Restaurants	890
144123	Food & Restaurants	891
144315	Arts & Entertainment|Event Services|Travel & Transportation	892
144359	Food & Restaurants|Bars & Nightlife	893
144535	Asian|Food & Restaurants	894
144776	Technology & Electronics|Miscellaneous|Automotive|Shopping & Fashion	895
144874	Travel & Transportation	896
144970	Food & Restaurants	897
145000	Asian|Food & Restaurants	898
145002	Bars & Nightlife|Food & Restaurants	899
145584	Asian|Food & Restaurants	900
145963	Food & Restaurants|Arts & Entertainment|Shopping & Fashion|Specialty Food & Groceries	901
146061	Event Services|Food & Restaurants	902
146113	Food & Restaurants	903
146115	Arts & Entertainment	904
146440	Food & Restaurants|Bars & Nightlife	905
146488	Food & Restaurants|Bars & Nightlife	906
146712	Food & Restaurants	907
146789	Asian|Food & Restaurants	908
146936	Food & Restaurants|Specialty Food & Groceries	909
147377	Food & Restaurants|Coffee,Tea & Desserts	910
147566	Food & Restaurants|Asian	911
147676	Food & Restaurants|Asian	912
147782	Arts & Entertainment|Public Services & Community	913
147998	Arts & Entertainment|Event Services|Travel & Transportation	914
148007	Food & Restaurants|Coffee,Tea & Desserts	915
148138	Food & Restaurants|Event Services	916
148190	Food & Restaurants	917
148355	Asian|Food & Restaurants	918
148379	Asian|Food & Restaurants	919
148501	Automotive|Shopping & Fashion|Miscellaneous	920
148529	Arts & Entertainment	921
148719	Food & Restaurants	922
148911	Asian|Food & Restaurants	923
148933	Food & Restaurants	924
148980	Food & Restaurants	925
149045	Food & Restaurants|Bars & Nightlife	926
149304	Asian|Food & Restaurants	927
149445	Food & Restaurants|Arts & Entertainment|Bars & Nightlife|Event Services|Travel & Transportation	928
150092	Food & Restaurants	929
150094	Asian|Food & Restaurants	930
150230	Bars & Nightlife|Food & Restaurants	931
150338	Food & Restaurants	932
150342	Bars & Nightlife|Food & Restaurants	933
150759	Food & Restaurants	934
150770	Coffee,Tea & Desserts|Food & Restaurants	935
150896	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	936
151165	Food & Restaurants	937
151210	Asian|Food & Restaurants	938
151301	Food & Restaurants	939
151501	Food & Restaurants	940
151700	Specialty Food & Groceries|Food & Restaurants|Asian	941
152029	Food & Restaurants|Bars & Nightlife	942
152472	Asian|Food & Restaurants	943
152849	Food & Restaurants|Asian|Bars & Nightlife	944
153034	Food & Restaurants|Asian	945
153429	Bars & Nightlife|Food & Restaurants	946
153582	Bars & Nightlife|Food & Restaurants	947
153603	Arts & Entertainment|Event Services|Food & Restaurants	948
153789	Bars & Nightlife|Food & Restaurants|Specialty Food & Groceries	949
153831	Food & Restaurants|Specialty Food & Groceries	950
153873	Food & Restaurants|Specialty Food & Groceries|Shopping & Fashion	951
154037	Bars & Nightlife	952
154124	Coffee,Tea & Desserts|Food & Restaurants	953
154288	Arts & Entertainment|Bars & Nightlife|Health & Beauty|Event Services|Travel & Transportation|Food & Restaurants	954
154323	Food & Restaurants	955
154413	Bars & Nightlife|Food & Restaurants	956
154630	Food & Restaurants|Specialty Food & Groceries	957
154767	Food & Restaurants|Asian|Bars & Nightlife	958
154925	Bars & Nightlife|Food & Restaurants	959
154949	Food & Restaurants|Bars & Nightlife	960
155021	Food & Restaurants	961
155045	Food & Restaurants|Asian	962
155105	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	963
155116	Drinks & Spirits|Food & Restaurants|Asian	964
155151	Food & Restaurants	965
155323	Food & Restaurants	966
155518	Food & Restaurants|Coffee,Tea & Desserts	967
155716	Asian|Food & Restaurants	968
155776	Food & Restaurants|Coffee,Tea & Desserts	969
155807	Drinks & Spirits|Event Services|Shopping & Fashion|Food & Restaurants|Specialty Food & Groceries	970
155883	Food & Restaurants	971
155996	Food & Restaurants	972
156108	Arts & Entertainment	973
156113	Food & Restaurants|Bars & Nightlife	974
156398	Food & Restaurants	975
156484	Food & Restaurants	976
156581	Asian|Food & Restaurants|Specialty Food & Groceries	977
156682	Bars & Nightlife|Food & Restaurants|Asian	978
156787	Food & Restaurants	979
156884	Asian|Food & Restaurants	980
156989	Bars & Nightlife|Asian|Food & Restaurants	981
157084	Food & Restaurants|Bars & Nightlife	982
157202	Asian|Food & Restaurants	983
157425	Coffee,Tea & Desserts|Food & Restaurants	984
157628	Arts & Entertainment|Event Services|Food & Restaurants|Bars & Nightlife	985
157768	Food & Restaurants|Bars & Nightlife	986
158021	Arts & Entertainment|Event Services|Travel & Transportation	987
158180	Food & Restaurants	988
158251	Food & Restaurants|Asian	989
158320	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	990
158346	Food & Restaurants|Event Services|Public Services & Community	991
158474	Arts & Entertainment|Event Services|Travel & Transportation	992
158609	Asian|Food & Restaurants	993
158850	Food & Restaurants|Bars & Nightlife	994
159008	Food & Restaurants|Bars & Nightlife	995
159076	Food & Restaurants	996
159102	Arts & Entertainment|Event Services|Travel & Transportation	997
159172	Food & Restaurants	998
159396	Food & Restaurants	999
159436	Bars & Nightlife	1000
159702	Food & Restaurants	1001
159768	Arts & Entertainment	1002
159770	Arts & Entertainment|Food & Restaurants|Coffee,Tea & Desserts|Shopping & Fashion	1003
159804	Food & Restaurants	1004
160042	Food & Restaurants|Coffee,Tea & Desserts	1005
160344	Bars & Nightlife|Food & Restaurants	1006
160439	Food & Restaurants	1007
160498	Food & Restaurants|Drinks & Spirits	1008
160897	Coffee,Tea & Desserts|Food & Restaurants	1009
161331	Food & Restaurants|Event Services	1010
161404	Bars & Nightlife|Food & Restaurants	1011
161481	Bars & Nightlife|Food & Restaurants	1012
161625	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	1013
161758	Food & Restaurants	1014
161772	Food & Restaurants|Coffee,Tea & Desserts	1015
161807	Food & Restaurants	1016
161892	Food & Restaurants|Specialty Food & Groceries	1017
161931	Coffee,Tea & Desserts|Food & Restaurants|Asian	1018
162672	Bars & Nightlife|Food & Restaurants	1019
162889	Coffee,Tea & Desserts|Food & Restaurants	1020
162909	Food & Restaurants	1021
163200	Food & Restaurants	1022
163428	Asian|Food & Restaurants	1023
163446	Bars & Nightlife|Food & Restaurants	1024
163488	Food & Restaurants	1025
163990	Food & Restaurants|Bars & Nightlife	1026
164346	Asian|Food & Restaurants	1027
164653	Food & Restaurants|Asian	1028
164673	Bars & Nightlife|Food & Restaurants	1029
165020	Food & Restaurants	1030
165113	Food & Restaurants	1031
165341	Food & Restaurants|Bars & Nightlife	1032
165442	Food & Restaurants|Bars & Nightlife	1033
165465	Health & Beauty|Event Services|Home & Garden|Travel & Transportation	1034
165579	Asian|Bars & Nightlife|Food & Restaurants	1035
165657	Food & Restaurants	1036
165736	Food & Restaurants	1037
165783	Food & Restaurants|Bars & Nightlife|Coffee,Tea & Desserts|Travel & Transportation	1038
165790	Food & Restaurants|Asian	1039
165848	Arts & Entertainment|Event Services|Travel & Transportation|Food & Restaurants	1040
165865	Coffee,Tea & Desserts|Asian|Food & Restaurants	1041
165966	Food & Restaurants|Asian|Coffee,Tea & Desserts	1042
165984	Arts & Entertainment|Event Services|Travel & Transportation	1043
166065	Food & Restaurants|Specialty Food & Groceries	1044
166090	Food & Restaurants	1045
166096	Food & Restaurants|Bars & Nightlife	1046
166139	Coffee,Tea & Desserts|Food & Restaurants	1047
166241	Food & Restaurants	1048
166497	Food & Restaurants	1049
166863	Food & Restaurants|Coffee,Tea & Desserts	1050
167089	Food & Restaurants	1051
167147	Food & Restaurants|Event Services	1052
167414	Food & Restaurants	1053
167426	Coffee,Tea & Desserts|Food & Restaurants	1054
167621	Food & Restaurants	1055
167795	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	1056
167936	Specialty Food & Groceries|Food & Restaurants	1057
167943	Asian|Food & Restaurants	1058
167964	Food & Restaurants|Coffee,Tea & Desserts	1059
167988	Asian|Food & Restaurants	1060
168122	Asian|Food & Restaurants	1061
168411	Food & Restaurants	1062
168996	Bars & Nightlife	1063
169058	Food & Restaurants|Event Services	1064
169402	Arts & Entertainment|Event Services|Sports & Recreation	1065
169474	Food & Restaurants|Bars & Nightlife	1066
169483	Food & Restaurants|Asian	1067
169498	Food & Restaurants|Coffee,Tea & Desserts	1068
169537	Food & Restaurants	1069
169796	Food & Restaurants|Coffee,Tea & Desserts	1070
170130	Food & Restaurants	1071
170181	Food & Restaurants|Asian	1072
170385	Active Life & Fitness|Shopping & Fashion|Outdoor Activities|Sports & Recreation	1073
170668	Food & Restaurants	1074
170735	Food & Restaurants	1075
170834	Asian|Coffee,Tea & Desserts|Food & Restaurants	1076
171555	Shopping & Fashion|Outdoor Activities|Sports & Recreation	1077
171607	Food & Restaurants	1078
171700	Food & Restaurants	1079
172108	Bars & Nightlife|Food & Restaurants	1080
172301	Bars & Nightlife	1081
172561	Food & Restaurants	1082
172852	Food & Restaurants|Bars & Nightlife	1083
172855	Food & Restaurants	1084
172956	Food & Restaurants	1085
172958	Food & Restaurants|Coffee,Tea & Desserts	1086
172989	Arts & Entertainment|Event Services|Travel & Transportation	1087
172997	Bars & Nightlife|Food & Restaurants	1088
173154	Bars & Nightlife|Food & Restaurants	1089
173165	Food & Restaurants	1090
173267	Food & Restaurants	1091
173395	Food & Restaurants|Arts & Entertainment	1092
173487	Active Life & Fitness|Arts & Entertainment|Event Services|Travel & Transportation|Bars & Nightlife	1093
173488	Food & Restaurants	1094
173490	Food & Restaurants	1095
173561	Arts & Entertainment|Event Services|Travel & Transportation	1096
173802	Food & Restaurants|Public Services & Community|Asian	1097
173874	Food & Restaurants|Asian	1098
173875	Food & Restaurants|Asian	1099
173892	Bars & Nightlife|Food & Restaurants	1100
174448	Bars & Nightlife|Food & Restaurants	1101
174616	Asian|Food & Restaurants	1102
174630	Food & Restaurants|Asian	1103
174694	Food & Restaurants	1104
174783	Bars & Nightlife	1105
174834	Bars & Nightlife|Food & Restaurants	1106
174883	Arts & Entertainment|Event Services|Travel & Transportation	1107
174930	Coffee,Tea & Desserts|Food & Restaurants	1108
174955	Coffee,Tea & Desserts|Food & Restaurants	1109
175090	Food & Restaurants|Coffee,Tea & Desserts|Event Services	1110
175311	Food & Restaurants	1111
175348	Food & Restaurants	1112
175470	Asian|Food & Restaurants	1113
175583	Arts & Entertainment|Event Services|Travel & Transportation	1114
175585	Asian|Food & Restaurants	1115
175598	Active Life & Fitness|Outdoor Activities	1116
175599	Food & Restaurants|Specialty Food & Groceries	1117
175617	Coffee,Tea & Desserts|Food & Restaurants|Specialty Food & Groceries	1118
176064	Food & Restaurants	1119
176204	Bars & Nightlife|Event Services|Travel & Transportation	1120
176651	Arts & Entertainment|Event Services|Travel & Transportation	1121
176760	Food & Restaurants	1122
176879	Food & Restaurants|Coffee,Tea & Desserts	1123
176881	Shopping & Fashion	1124
177328	Asian|Bars & Nightlife|Food & Restaurants	1125
177381	Food & Restaurants|Asian	1126
177413	Arts & Entertainment	1127
177416	Arts & Entertainment|Event Services|Travel & Transportation	1128
177495	Asian|Food & Restaurants	1129
177574	Event Services|Food & Restaurants|Public Services & Community	1130
177578	Bars & Nightlife|Food & Restaurants	1131
177584	Food & Restaurants|Bars & Nightlife|Coffee,Tea & Desserts	1132
177824	Food & Restaurants	1133
177953	Asian|Food & Restaurants	1134
178050	Food & Restaurants|Bars & Nightlife	1135
178132	Food & Restaurants|Asian	1136
178191	Coffee,Tea & Desserts|Food & Restaurants	1137
178290	Bars & Nightlife|Food & Restaurants	1138
178396	Bars & Nightlife	1139
178397	Shopping & Fashion	1140
178400	Asian|Bars & Nightlife|Food & Restaurants	1141
178441	Food & Restaurants	1142
178499	Food & Restaurants	1143
178517	Food & Restaurants	1144
178748	Food & Restaurants	1145
178792	Food & Restaurants	1146
179051	Food & Restaurants	1147
179052	Arts & Entertainment|Bars & Nightlife	1148
179053	Food & Restaurants|Asian	1149
179091	Arts & Entertainment|Bars & Nightlife	1150
179274	Asian|Food & Restaurants	1151
179296	Shopping & Fashion	1152
179434	Food & Restaurants	1153
179481	Food & Restaurants	1154
179491	Food & Restaurants	1155
179515	Asian|Food & Restaurants	1156
179519	Coffee,Tea & Desserts|Food & Restaurants	1157
179696	Arts & Entertainment|Event Services|Travel & Transportation	1158
179718	Food & Restaurants|Specialty Food & Groceries	1159
179757	Asian|Food & Restaurants	1160
179770	Food & Restaurants|Arts & Entertainment|Bars & Nightlife	1161
179838	Food & Restaurants	1162
179873	Event Services|Food & Restaurants|Coffee,Tea & Desserts	1163
179945	Bars & Nightlife|Drinks & Spirits|Food & Restaurants|Public Services & Community|Asian	1164
180139	Asian|Food & Restaurants	1165
180152	Food & Restaurants	1166
180161	Bars & Nightlife	1167
180448	Food & Restaurants	1168
180479	Food & Restaurants	1169
180518	Food & Restaurants|Coffee,Tea & Desserts	1170
180589	Active Life & Fitness|Food & Restaurants|Arts & Entertainment|Sports & Recreation|Bars & Nightlife	1171
180628	Food & Restaurants	1172
180796	Food & Restaurants	1173
180851	Asian|Coffee,Tea & Desserts|Food & Restaurants	1174
180852	Health & Beauty	1175
181188	Asian|Food & Restaurants	1176
181437	Food & Restaurants|Coffee,Tea & Desserts	1177
181525	Food & Restaurants	1178
181526	Food & Restaurants|Bars & Nightlife	1179
181557	Food & Restaurants	1180
181703	Active Life & Fitness|Sports & Recreation	1181
181708	Bars & Nightlife|Food & Restaurants	1182
181826	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	1183
181862	Food & Restaurants|Bars & Nightlife|Event Services	1184
181869	Asian|Food & Restaurants	1185
181888	Food & Restaurants|Bars & Nightlife	1186
181935	Food & Restaurants	1187
181947	Food & Restaurants	1188
181953	Bars & Nightlife|Shopping & Fashion|Travel & Transportation	1189
182042	Automotive|Shopping & Fashion|Miscellaneous	1190
182058	Asian|Food & Restaurants|Specialty Food & Groceries	1191
182174	Bars & Nightlife|Food & Restaurants	1192
182256	Bars & Nightlife|Food & Restaurants	1193
182264	Food & Restaurants	1194
182446	Arts & Entertainment|Event Services|Travel & Transportation	1195
182513	Food & Restaurants	1196
182537	Food & Restaurants	1197
182617	Arts & Entertainment|Event Services|Travel & Transportation	1198
182919	Asian|Bars & Nightlife|Food & Restaurants	1199
183228	Food & Restaurants	1200
183277	Asian|Food & Restaurants	1201
183317	Food & Restaurants|Asian	1202
183393	Bars & Nightlife|Food & Restaurants	1203
183432	Health & Beauty	1204
183479	Food & Restaurants	1205
183546	Food & Restaurants	1206
183573	Food & Restaurants|Arts & Entertainment|Bars & Nightlife	1207
183588	Food & Restaurants	1208
183735	Bars & Nightlife|Food & Restaurants	1209
183818	Event Services|Food & Restaurants	1210
183900	Arts & Entertainment	1211
184008	Food & Restaurants|Coffee,Tea & Desserts	1212
184070	Food & Restaurants|Coffee,Tea & Desserts	1213
184259	Asian|Food & Restaurants	1214
184577	Food & Restaurants	1215
184597	Arts & Entertainment|Event Services|Travel & Transportation	1216
184722	Arts & Entertainment|Public Services & Community	1217
184724	Arts & Entertainment|Asian|Bars & Nightlife|Food & Restaurants	1218
184774	Food & Restaurants|Bars & Nightlife	1219
184837	Arts & Entertainment|Event Services|Travel & Transportation|Food & Restaurants	1220
184889	Food & Restaurants	1221
184918	Health & Beauty	1222
185028	Bars & Nightlife|Food & Restaurants	1223
185037	Arts & Entertainment|Event Services|Bars & Nightlife|Sports & Recreation	1224
185069	Asian|Food & Restaurants	1225
185168	Food & Restaurants	1226
185213	Food & Restaurants|Asian|Specialty Food & Groceries	1227
185239	Food & Restaurants	1228
185249	Arts & Entertainment|Event Services|Travel & Transportation	1229
185341	Food & Restaurants|Bars & Nightlife	1230
185404	Arts & Entertainment|Bars & Nightlife|Food & Restaurants	1231
185413	Food & Restaurants	1232
185479	Food & Restaurants	1233
185503	Food & Restaurants	1234
185548	Food & Restaurants	1235
185554	Active Life & Fitness|Outdoor Activities|Sports & Recreation	1236
185571	Food & Restaurants	1237
