item_id	Name	Genre	movieID
1356	Star Trek: First Contact (1996)	Action|Adventure|Sci-Fi	528
1358	Sling Blade (1996)	Drama|Thriller	529
3178	Hurricane, The (1999)	Drama	530
3751	Chicken Run (2000)	Animation|Children's|Comedy	531
3826	Hollow Man (2000)	Horror|Sci-Fi|Thriller	532
3755	Perfect Storm, The (2000)	Action|Adventure|Thriller	533
2302	My Cousin Vinny (1992)	Comedy	534
1148	Wrong Trousers, The (1993)	Animation|Comedy	535
2166	Return to Paradise (1998)	Drama|Romance	536
3253	Wayne's World (1992)	Comedy	537
1584	Contact (1997)	Drama|Sci-Fi	538
1223	Grand Day Out, A (1992)	Animation|Comedy	539
1446	Kolya (1996)	Comedy	540
3623	Mission: Impossible 2 (2000)	Action|Thriller	541
778	Trainspotting (1996)	Drama	542
1669	Tango Lesson, The (1997)	Romance	543
3484	Skulls, The (2000)	Thriller	544
3916	Remember the Titans (2000)	Drama	545
1233	Boat, The (Das Boot) (1981)	Action|Drama|War	546
1307	When Harry Met Sally... (1989)	Comedy|Romance	547
3270	Cutting Edge, The (1992)	Drama	548
1310	Hype! (1996)	Documentary	549
428	Bronx Tale, A (1993)	Drama	550
2622	Midsummer Night's Dream, A (1999)	Comedy|Fantasy	551
3358	Defending Your Life (1991)	Comedy|Romance	552
3359	Breaking Away (1979)	Drama	553
1756	Prophecy II, The (1998)	Horror	554
1320	Alien³ (1992)	Action|Horror|Sci-Fi|Thriller	555
2124	Addams Family, The (1991)	Comedy	556
2125	Ever After: A Cinderella Story (1998)	Drama|Romance	557
2054	Honey, I Shrunk the Kids (1989)	Adventure|Children's|Comedy|Fantasy|Sci-Fi	558
1252	Chinatown (1974)	Film-Noir|Mystery|Thriller	559
1254	Treasure of the Sierra Madre, The (1948)	Adventure	560
3869	Naked Gun 2 1/2: The Smell of Fear, The (1991)	Comedy	561
1256	Duck Soup (1933)	Comedy|War	562
1257	Better Off Dead... (1985)	Comedy	563
1831	Lost in Space (1998)	Action|Sci-Fi|Thriller	564
3363	American Graffiti (1973)	Comedy|Drama	565
586	Home Alone (1990)	Children's|Comedy	566
587	Ghost (1990)	Comedy|Romance|Thriller	567
3438	Teenage Mutant Ninja Turtles (1990)	Action|Children's|Fantasy	568
3439	Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)	Action|Children's|Fantasy	569
3296	To Sir with Love (1967)	Drama	570
2496	Blast from the Past (1999)	Comedy|Romance	571
2497	Message in a Bottle (1999)	Romance	572
2	Jumanji (1995)	Adventure|Children's|Fantasy	573
2498	My Favorite Martian (1999)	Comedy|Sci-Fi	574
153	Batman Forever (1995)	Action|Adventure|Comedy|Crime	575
7	Sabrina (1995)	Comedy|Romance	576
2133	Adventures in Babysitting (1987)	Adventure|Comedy	577
2135	Doctor Dolittle (1967)	Adventure|Musical	578
2136	Nutty Professor, The (1963)	Comedy	579
2137	Charlotte's Web (1973)	Animation|Children's	580
802	Phenomenon (1996)	Drama|Romance	581
2138	Watership Down (1978)	Animation|Children's|Drama|Fantasy	582
1409	Michael (1996)	Comedy|Romance	583
1339	Bram Stoker's Dracula (1992)	Horror|Romance	584
1269	Arsenic and Old Lace (1944)	Comedy|Mystery|Thriller	585
2640	Superman (1978)	Action|Adventure|Sci-Fi	586
592	Batman (1989)	Action|Adventure|Crime|Drama	587
596	Pinocchio (1940)	Animation|Children's	588
3447	Good Earth, The (1937)	Drama	589
1918	Lethal Weapon 4 (1998)	Action|Comedy|Crime|Drama	590
2140	Dark Crystal, The (1982)	Children's|Fantasy|Sci-Fi	591
2072	'burbs, The (1989)	Comedy	592
1271	Fried Green Tomatoes (1991)	Drama	593
1345	Carrie (1976)	Horror	594
2077	Journey of Natty Gann, The (1985)	Adventure|Children's	595
2078	Jungle Book, The (1967)	Animation|Children's|Comedy|Musical	596
1276	Cool Hand Luke (1967)	Comedy|Drama	597
743	Spy Hard (1996)	Comedy	598
671	Mystery Science Theater 3000: The Movie (1996)	Comedy|Sci-Fi	599
1278	Young Frankenstein (1974)	Comedy|Horror	600
3525	Bachelor Party (1984)	Comedy	601
1927	All Quiet on the Western Front (1930)	War	602
2657	Rocky Horror Picture Show, The (1975)	Comedy|Horror|Musical|Sci-Fi	603
3388	Harry and the Hendersons (1987)	Comedy	604
316	Stargate (1994)	Action|Adventure|Sci-Fi	605
317	Santa Clause, The (1994)	Children's|Comedy|Fantasy	606
248	Houseguest (1994)	Comedy	607
2080	Lady and the Tramp (1955)	Animation|Children's|Comedy|Musical|Romance	608
1282	Fantasia (1940)	Animation|Children's|Musical	609
1283	High Noon (1952)	Western	610
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	Sci-Fi|War	611
2087	Peter Pan (1953)	Animation|Children's|Fantasy|Musical	612
1286	Somewhere in Time (1980)	Drama|Romance	613
3608	Pee-wee's Big Adventure (1985)	Comedy	614
2662	War of the Worlds, The (1953)	Action|Sci-Fi|War	615
3466	Heart and Souls (1993)	Comedy|Fantasy	616
2300	Producers, The (1968)	Comedy|Musical	617
180	Mallrats (1995)	Comedy	618
329	Star Trek: Generations (1994)	Action|Adventure|Sci-Fi	619
3034	Robin Hood (1973)	Animation|Children's	620
186	Nine Months (1995)	Comedy	621
2161	NeverEnding Story, The (1984)	Adventure|Children's|Fantasy	622
3037	Little Big Man (1970)	Comedy|Drama|Western	623
2090	Rescuers, The (1977)	Animation|Children's	624
3039	Trading Places (1983)	Comedy	625
2091	Return from Witch Mountain (1978)	Children's|Sci-Fi	626
830	First Wives Club, The (1996)	Comedy	627
2093	Return to Oz (1985)	Adventure|Children's|Fantasy|Sci-Fi	628
904	Rear Window (1954)	Mystery|Thriller	629
2094	Rocketeer, The (1991)	Action|Adventure|Sci-Fi	630
1292	Being There (1979)	Comedy	631
2096	Sleeping Beauty (1959)	Animation|Children's|Musical	632
1294	M*A*S*H (1970)	Comedy|War	633
765	Jack (1996)	Comedy|Drama	634
2746	Little Shop of Horrors (1986)	Comedy|Horror|Musical	635
1009	Escape to Witch Mountain (1975)	Adventure|Children's|Fantasy	636
1948	Tom Jones (1963)	Comedy	637
333	Tommy Boy (1995)	Comedy	638
339	While You Were Sleeping (1995)	Comedy|Romance	639
2316	Practical Magic (1998)	Drama|Romance	640
1371	Star Trek: The Motion Picture (1979)	Action|Adventure|Sci-Fi	641
2174	Beetlejuice (1988)	Comedy|Fantasy	642
1374	Star Trek: The Wrath of Khan (1982)	Action|Adventure|Sci-Fi	643
1375	Star Trek III: The Search for Spock (1984)	Action|Adventure|Sci-Fi	644
915	Sabrina (1954)	Comedy|Romance	645
1376	Star Trek IV: The Voyage Home (1986)	Action|Adventure|Sci-Fi	646
1377	Batman Returns (1992)	Action|Adventure|Comedy|Crime	647
916	Roman Holiday (1953)	Comedy|Romance	648
918	Meet Me in St. Louis (1944)	Musical	649
1012	Old Yeller (1957)	Children's|Drama	650
2826	13th Warrior, The (1999)	Action|Horror|Thriller	651
3629	Gold Rush, The (1925)	Comedy	652
1015	Homeward Bound: The Incredible Journey (1993)	Adventure|Children's	653
1016	Shaggy Dog, The (1959)	Children's|Comedy	654
1019	20,000 Leagues Under the Sea (1954)	Adventure|Children's|Fantasy|Sci-Fi	655
3489	Hook (1991)	Adventure|Fantasy	656
344	Ace Ventura: Pet Detective (1994)	Comedy	657
275	Mixed Nuts (1994)	Comedy	658
2252	Hero (1992)	Comedy|Drama	659
277	Miracle on 34th Street (1994)	Drama	660
923	Citizen Kane (1941)	Drama	661
924	2001: A Space Odyssey (1968)	Drama|Mystery|Sci-Fi|Thriller	662
3701	Alien Nation (1988)	Crime|Drama|Sci-Fi	663
3703	Mad Max 2 (a.k.a. The Road Warrior) (1981)	Action|Sci-Fi	664
926	All About Eve (1950)	Drama	665
3704	Mad Max Beyond Thunderdome (1985)	Action|Sci-Fi	666
1020	Cool Runnings (1993)	Comedy	667
784	Cable Guy, The (1996)	Comedy	668
858	Godfather, The (1972)	Action|Crime|Drama	669
1023	Winnie the Pooh and the Blustery Day (1968)	Animation|Children's	670
1025	Sword in the Stone, The (1963)	Animation|Children's	671
2693	Trekkies (1997)	Documentary	672
1967	Labyrinth (1986)	Adventure|Children's|Fantasy	673
351	Corrina, Corrina (1994)	Comedy|Drama|Romance	674
2405	Jewel of the Nile, The (1985)	Action|Adventure|Comedy|Romance	675
2407	Cocoon (1985)	Comedy|Sci-Fi	676
3066	Tora! Tora! Tora! (1970)	War	677
2193	Willow (1988)	Action|Adventure|Fantasy	678
932	Affair to Remember, An (1957)	Romance	679
1031	Bedknobs and Broomsticks (1971)	Adventure|Children's|Musical	680
1104	Streetcar Named Desire, A (1951)	Drama	681
1032	Alice in Wonderland (1951)	Animation|Children's|Musical	682
435	Coneheads (1993)	Comedy|Sci-Fi	683
943	Ghost and Mrs. Muir, The (1947)	Drama|Romance	684
3723	Hamlet (1990)	Drama	685
1042	That Thing You Do! (1996)	Comedy	686
370	Naked Gun 33 1/3: The Final Insult (1994)	Comedy	687
2423	Christmas Vacation (1989)	Comedy	688
3153	7th Voyage of Sinbad, The (1958)	Action|Adventure|Fantasy	689
2424	You've Got Mail (1998)	Comedy|Romance	690
3086	March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934)	Comedy	691
3087	Scrooged (1988)	Comedy	692
953	It's a Wonderful Life (1946)	Drama	693
954	Mr. Smith Goes to Washington (1939)	Drama	694
3591	Mr. Mom (1983)	Comedy|Drama	695
2863	Hard Day's Night, A (1964)	Comedy|Musical	696
3593	Battlefield Earth (2000)	Action|Sci-Fi	697
1125	Return of the Pink Panther, The (1974)	Comedy	698
520	Robin Hood: Men in Tights (1993)	Comedy	699
3668	Romeo and Juliet (1968)	Drama|Romance	700
2795	Vacation (1983)	Comedy	701
1129	Escape from New York (1981)	Action|Adventure|Sci-Fi|Thriller	702
2431	Patch Adams (1998)	Comedy|Drama	703
62	Mr. Holland's Opus (1995)	Drama	704
3309	Dog's Life, A (1920)	Comedy	705
1633	Ulee's Gold (1997)	Drama	706
2436	Tea with Mussolini (1999)	Comedy	707
3097	Shop Around the Corner, The (1940)	Comedy|Romance	708
3099	Shampoo (1975)	Comedy|Romance	709
3812	Everything You Always Wanted to Know About Sex (1972)	Comedy	710
2000	Lethal Weapon (1987)	Action|Comedy|Crime|Drama	711
963	Inspector General, The (1949)	Musical	712
2001	Lethal Weapon 2 (1989)	Action|Comedy|Crime|Drama	713
1200	Aliens (1986)	Action|Sci-Fi|Thriller|War	714
2003	Gremlins (1984)	Comedy|Horror	715
1203	12 Angry Men (1957)	Drama	716
2005	Goonies, The (1985)	Adventure|Children's|Fantasy	717
1204	Lawrence of Arabia (1962)	Adventure|War	718
969	African Queen, The (1951)	Action|Adventure|Romance|War	719
2872	Excalibur (1981)	Action|Drama|Fantasy|Romance	720
3675	White Christmas (1954)	Musical	721
2946	Help! (1965)	Comedy|Musical	722
898	Philadelphia Story, The (1940)	Comedy|Romance	723
2009	Soylent Green (1973)	Sci-Fi|Thriller	724
2874	Pajama Game, The (1957)	Comedy	725
899	Singin' in the Rain (1952)	Musical|Romance	726
1135	Private Benjamin (1980)	Comedy	727
2948	From Russia with Love (1963)	Action	728
539	Sleepless in Seattle (1993)	Comedy|Romance	729
2371	Fletch (1985)	Comedy	730
3247	Sister Act (1992)	Comedy|Crime	731
3174	Man on the Moon (1999)	Comedy|Drama	732
3175	Galaxy Quest (1999)	Adventure|Comedy|Sci-Fi	733
2375	Money Pit, The (1986)	Comedy	734
2378	Police Academy (1984)	Comedy	735
971	Cat on a Hot Tin Roof (1958)	Drama	736
2011	Back to the Future Part II (1989)	Comedy|Sci-Fi	737
2012	Back to the Future Part III (1990)	Comedy|Sci-Fi|Western	738
2015	Absent Minded Professor, The (1961)	Children's|Comedy|Fantasy	739
1215	Army of Darkness (1993)	Action|Adventure|Comedy|Horror|Sci-Fi	740
1073	Willy Wonka and the Chocolate Factory (1971)	Adventure|Children's|Comedy|Fantasy	741
3688	Porky's (1981)	Comedy	742
541	Blade Runner (1982)	Film-Noir|Sci-Fi	743
542	Son in Law (1993)	Comedy	744
543	So I Married an Axe Murderer (1993)	Comedy|Romance|Thriller	745
3254	Wayne's World 2 (1993)	Comedy	746
2453	Boy Who Could Fly, The (1986)	Drama|Fantasy	747
2529	Planet of the Apes (1968)	Action|Sci-Fi	748
1654	FairyTale: A True Story (1997)	Children's|Drama|Fantasy	749
1583	Simple Wish, A (1997)	Children's|Fantasy	750
3189	My Dog Skip (1999)	Comedy	751
116	Anne Frank Remembered (1995)	Documentary	752
1586	G.I. Jane (1997)	Action|Drama|War	753
2021	Dune (1984)	Fantasy|Sci-Fi	754
1220	Blues Brothers, The (1980)	Action|Comedy|Musical	755
1080	Monty Python's Life of Brian (1979)	Comedy	756
2967	Bad Seed, The (1956)	Drama|Thriller	757
2968	Time Bandits (1981)	Adventure|Fantasy|Sci-Fi	758
2530	Beneath the Planet of the Apes (1970)	Action|Sci-Fi	759
3264	Buffy the Vampire Slayer (1992)	Comedy|Horror	760
3194	Way We Were, The (1973)	Drama	761
2393	Star Trek: Insurrection (1998)	Action|Sci-Fi	762
3198	Papillon (1973)	Drama	763
2399	Santa Claus: The Movie (1985)	Adventure|Children's|Fantasy	764
1302	Field of Dreams (1989)	Drama	765
1230	Annie Hall (1977)	Comedy|Romance	766
2105	Tron (1982)	Action|Adventure|Fantasy|Sci-Fi	767
2033	Black Cauldron, The (1985)	Animation|Children's	768
2108	L.A. Story (1991)	Comedy|Romance	769
1234	Sting, The (1973)	Comedy|Crime	770
2109	Jerk, The (1979)	Comedy	771
1091	Weekend at Bernie's (1989)	Comedy	772
3347	Never Cry Wolf (1983)	Drama	773
203	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	Comedy	774
1676	Starship Troopers (1997)	Action|Adventure|Sci-Fi|War	775
208	Waterworld (1995)	Action|Adventure	776
2111	Man with Two Brains, The (1983)	Comedy	777
2040	Computer Wore Tennis Shoes, The (1970)	Children's|Comedy	778
2041	Condorman (1981)	Action|Adventure|Children's|Comedy	779
3928	Abbott and Costello Meet Frankenstein (1948)	Comedy|Horror	780
2043	Darby O'Gill and the Little People (1959)	Adventure|Children's|Fantasy	781
2045	Far Off Place, A (1993)	Adventure|Children's|Drama|Romance	782
2046	Flight of the Navigator (1986)	Adventure|Children's|Sci-Fi	783
2047	Gnome-Mobile, The (1967)	Children's	784
2049	Happiest Millionaire, The (1967)	Comedy|Musical	785
1753	Half Baked (1998)	Comedy	786
216	Billy Madison (1995)	Comedy	787
2706	American Pie (1999)	Comedy	788
2639	Mommie Dearest (1981)	Drama	789
2710	Blair Witch Project, The (1999)	Horror	790
663	Kids in the Hall: Brain Candy (1996)	Comedy	791
3448	Good Morning, Vietnam (1987)	Comedy|Drama|War	792
231	Dumb & Dumber (1994)	Comedy	793
2076	Blue Velvet (1986)	Drama|Mystery	794
246	Hoop Dreams (1994)	Documentary	795
249	Immortal Beloved (1994)	Drama|Romance	796
1288	This Is Spinal Tap (1984)	Comedy|Drama|Musical	797
3396	Muppet Movie, The (1979)	Children's|Comedy	798
3101	Fatal Attraction (1987)	Thriller	799
2598	Pushing Tin (1999)	Comedy	800
2306	Holy Man (1998)	Comedy	801
764	Heavy (1995)	Drama|Romance	802
342	Muriel's Wedding (1994)	Comedy|Romance	803
1887	Almost Heroes (1998)	Adventure|Comedy	804
2325	Orgazmo (1997)	Comedy	805
3129	Sweet and Lowdown (1999)	Comedy|Drama	806
2907	Superstar (1999)	Comedy	807
788	Nutty Professor, The (1996)	Comedy|Fantasy|Romance|Sci-Fi	808
2766	Adventures of Sebastian Cole, The (1998)	Comedy|Drama	809
2335	Waterboy, The (1998)	Comedy	810
1461	Vegas Vacation (1997)	Comedy	811
3146	Deuce Bigalow: Male Gigolo (1999)	Comedy	812
1546	Schizopolis (1996)	Comedy	813
440	Dave (1993)	Comedy|Romance	814
441	Dazed and Confused (1993)	Comedy	815
2507	Breakfast of Champions (1999)	Comedy	816
1563	Dream With the Fishes (1997)	Drama	817
1498	Inventing the Abbotts (1997)	Drama|Romance	818
2883	Mumford (1999)	Comedy	819
3182	Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)	Documentary	820
85	Angels and Insects (1995)	Drama|Romance	821
88	Black Sheep (1996)	Comedy	822
986	Fly Away Home (1996)	Adventure|Children's	823
481	Kalifornia (1993)	Drama|Thriller	824
2539	Analyze This (1999)	Comedy	825
1665	Bean (1997)	Comedy	826
2106	Swing Kids (1993)	Drama|War	827
708	Truth About Cats & Dogs, The (1996)	Comedy|Romance	828
3362	Dog Day Afternoon (1975)	Comedy|Crime|Drama	829
813	Larger Than Life (1996)	Comedy	830
3897	Almost Famous (2000)	Comedy|Drama	831
934	Father of the Bride (1950)	Comedy	832
3658	Quatermass and the Pit (1967)	Sci-Fi	833
1303	Man Who Would Be King, The (1975)	Adventure	834
999	2 Days in the Valley (1996)	Crime	835
2616	Dick Tracy (1990)	Action|Crime	836
3785	Scary Movie (2000)	Comedy|Horror	837
1331	Audrey Rose (1977)	Horror	838
1262	Great Escape, The (1963)	Adventure|War	839
2641	Superman II (1980)	Action|Adventure|Sci-Fi	840
3036	Quest for Fire (1981)	Adventure	841
3479	Ladyhawke (1985)	Adventure|Fantasy|Romance	842
10	GoldenEye (1995)	Action|Adventure|Thriller	843
2822	Medicine Man (1992)	Adventure|Romance	844
3494	True Grit (1969)	Adventure|Western	845
421	Black Beauty (1994)	Adventure|Children's	846
3070	Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)	Adventure|Comedy|Sci-Fi	847
2414	Young Sherlock Holmes (1985)	Action|Adventure|Mystery	848
1479	Saint, The (1997)	Action|Romance|Thriller	849
517	Rising Sun (1993)	Action|Drama|Mystery	850
952	Around the World in 80 Days (1956)	Adventure|Comedy	851
60	Indian in the Cupboard, The (1995)	Adventure|Children's|Fantasy	852
3745	Titan A.E. (2000)	Adventure|Animation|Sci-Fi	853
2370	Emerald Forest, The (1985)	Action|Adventure|Drama	854
1216	Big Blue, The (Le Grand Bleu) (1988)	Adventure|Romance	855
2528	Logan's Run (1976)	Action|Adventure|Sci-Fi	856
1587	Conan the Barbarian (1982)	Action|Adventure	857
3269	Forever Young (1992)	Adventure|Romance|Sci-Fi	858
3417	Crimson Pirate, The (1952)	Adventure|Comedy|Sci-Fi	859
3354	Mission to Mars (2000)	Sci-Fi	860
1263	Deer Hunter, The (1978)	Drama|War	861
2572	10 Things I Hate About You (1999)	Comedy|Romance	862
2731	400 Blows, The (Les Quatre cents coups) (1959)	Drama	863
3033	Spaceballs (1987)	Comedy|Sci-Fi	864
2243	Broadcast News (1987)	Comedy|Drama|Romance	865
2694	Big Daddy (1999)	Comedy	866
2920	Children of Paradise (Les enfants du paradis) (1945)	Drama|Romance	867
1982	Halloween (1978)	Horror	868
2976	Bringing Out the Dead (1999)	Drama|Horror	869
2485	She's All That (1999)	Comedy|Romance	870
141	Birdcage, The (1996)	Comedy	871
3798	What Lies Beneath (2000)	Thriller	872
2707	Arlington Road (1999)	Thriller	873
2567	EDtv (1999)	Comedy	874
3004	Bachelor, The (1999)	Comedy|Romance	875
3005	Bone Collector, The (1999)	Thriller	876
2719	Haunting, The (1999)	Horror|Thriller	877
160	Congo (1995)	Action|Adventure|Mystery|Sci-Fi	878
748	Arrival, The (1996)	Action|Sci-Fi|Thriller	879
2724	Runaway Bride (1999)	Comedy|Romance	880
2581	Never Been Kissed (1999)	Comedy|Romance	881
1783	Palmetto (1998)	Film-Noir|Mystery|Thriller	882
1422	Murder at 1600 (1997)	Mystery|Thriller	883
3461	Lord of the Flies (1963)	Adventure|Drama|Thriller	884
3535	American Psycho (2000)	Comedy|Horror|Thriller	885
257	Just Cause (1995)	Mystery|Thriller	886
832	Ransom (1996)	Drama|Thriller	887
762	Striptease (1996)	Comedy|Crime	888
2676	Instinct (1999)	Drama|Thriller	889
1883	Bulworth (1998)	Comedy	890
2763	Thomas Crown Affair, The (1999)	Action|Thriller	891
3566	Big Kahuna, The (2000)	Comedy|Drama	892
2764	Thomas Crown Affair, The (1968)	Crime|Drama|Thriller	893
1892	Perfect Murder, A (1998)	Mystery|Thriller	894
1608	Air Force One (1997)	Action|Thriller	895
1396	Sneakers (1992)	Crime|Drama|Sci-Fi	896
2840	Stigmata (1999)	Thriller	897
2841	Stir of Echoes (1999)	Thriller	898
3646	Big Momma's House (2000)	Comedy	899
500	Mrs. Doubtfire (1993)	Comedy	900
3145	Cradle Will Rock, The (1999)	Drama	901
2272	One True Thing (1998)	Drama	902
2273	Rush Hour (1998)	Action|Thriller	903
1619	Seven Years in Tibet (1997)	Drama|War	904
1625	Game, The (1997)	Mystery|Thriller	905
1487	Selena (1997)	Drama|Musical	906
1702	Flubber (1997)	Children's|Comedy|Fantasy	907
2433	Civil Action, A (1998)	Drama	908
70	From Dusk Till Dawn (1996)	Action|Comedy|Crime|Horror|Thriller	909
1644	I Know What You Did Last Summer (1997)	Horror|Mystery|Thriller	910
1645	Devil's Advocate, The (1997)	Crime|Horror|Mystery|Thriller	911
2882	Jakob the Liar (1999)	Drama	912
2387	Very Bad Things (1998)	Comedy|Crime	913
2389	Psycho (1998)	Crime|Horror|Thriller	914
2961	Story of Us, The (1999)	Comedy|Drama	915
553	Tombstone (1993)	Western	916
628	Primal Fear (1996)	Drama|Thriller	917
3261	Singles (1992)	Comedy|Drama|Romance	918
2605	Entrapment (1999)	Crime|Thriller	919
1804	Newton Boys, The (1998)	Crime|Drama	920
1805	Wild Things (1998)	Crime|Drama|Mystery|Thriller	921
2391	Simple Plan, A (1998)	Crime|Thriller	922
2394	Prince of Egypt, The (1998)	Animation|Musical	923
3773	House Party (1990)	Comedy	924
1092	Basic Instinct (1992)	Mystery|Thriller	925
1672	Rainmaker, The (1997)	Drama	926
2555	Baby Geniuses (1999)	Comedy	927
2629	Love Letter, The (1999)	Comedy|Romance	928
2701	Wild Wild West (1999)	Action|Sci-Fi|Western	929
2568	Mod Squad, The (1999)	Action|Crime	930
2713	Lake Placid (1999)	Horror|Thriller	931
1911	Doctor Dolittle (1998)	Comedy	932
3516	Bell, Book and Candle (1958)	Comedy|Romance	933
2643	Superman IV: The Quest for Peace (1987)	Action|Adventure|Sci-Fi	934
2720	Inspector Gadget (1999)	Action|Adventure|Children's|Comedy	935
2722	Deep Blue Sea (1999)	Action|Sci-Fi|Thriller	936
2805	Mickey Blue Eyes (1999)	Comedy|Romance	937
2828	Dudley Do-Right (1999)	Children's|Comedy	938
2761	Iron Giant, The (1999)	Animation|Children's	939
2856	I Saw What You Did (1965)	Thriller	940
2369	Desperately Seeking Susan (1985)	Comedy|Romance	941
2888	Drive Me Crazy (1999)	Comedy|Romance	942
2392	Jack Frost (1998)	Comedy|Drama	943
2975	Best Man, The (1999)	Drama	944
1179	Grifters, The (1990)	Crime|Drama|Film-Noir	945
2553	Village of the Damned (1960)	Horror|Sci-Fi|Thriller	946
2554	Children of the Damned (1963)	Horror|Sci-Fi|Thriller	947
3932	Invisible Man, The (1933)	Horror|Sci-Fi	948
3863	Cell, The (2000)	Sci-Fi|Thriller	949
1185	My Left Foot (1989)	Drama	950
3503	Solaris (Solyaris) (1972)	Drama|Sci-Fi	951
3879	Art of War, The (2000)	Action	952
3375	Destination Moon (1950)	Sci-Fi	953
1779	Sphere (1998)	Adventure|Sci-Fi|Thriller	954
164	Devil in a Blue Dress (1995)	Crime|Film-Noir|Mystery|Thriller	955
3457	Waking the Dead (1999)	Drama	956
319	Shallow Grave (1994)	Thriller	957
247	Heavenly Creatures (1994)	Drama|Fantasy|Romance|Thriller	958
1428	Angel Baby (1995)	Drama	959
1284	Big Sleep, The (1946)	Film-Noir|Mystery	960
2660	Thing From Another World, The (1951)	Sci-Fi	961
2661	It Came from Outer Space (1953)	Sci-Fi	962
2663	It Came from Beneath the Sea (1955)	Sci-Fi	963
2664	Invasion of the Body Snatchers (1956)	Horror|Sci-Fi	964
2667	Mole People, The (1956)	Sci-Fi	965
2668	Swamp Thing (1982)	Horror|Sci-Fi	966
3032	Omega Man, The (1971)	Sci-Fi	967
2311	2010 (1984)	Mystery|Sci-Fi	968
2173	Navigator: A Mediaeval Odyssey, The (1988)	Adventure|Fantasy|Sci-Fi	969
198	Strange Days (1995)	Action|Crime|Sci-Fi	970
2752	Outrageous Fortune (1987)	Comedy|Mystery	971
340	War, The (1994)	Adventure|Drama	972
3700	Brother from Another Planet, The (1984)	Drama|Sci-Fi	973
2901	Phantasm (1979)	Horror|Sci-Fi	974
3638	Moonraker (1979)	Action|Romance|Sci-Fi	975
30	Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)	Drama	976
1601	Hoodlum (1997)	Crime|Drama|Film-Noir	977
3713	Long Walk Home, The (1990)	Drama	978
2912	Limey, The (1999)	Action|Crime|Drama	979
3576	Hidden, The (1987)	Action|Horror|Sci-Fi	980
503	New Age, The (1994)	Drama	981
293	Professional, The (a.k.a. Leon: The Professional) (1994)	Crime|Drama|Romance|Thriller	982
1614	In & Out (1997)	Comedy	983
2346	Stepford Wives, The (1975)	Sci-Fi|Thriller	984
942	Laura (1944)	Crime|Film-Noir|Mystery	985
446	Farewell My Concubine (1993)	Drama|Romance	986
1624	Thousand Acres, A (1997)	Drama	987
3156	Bicentennial Man (1999)	Comedy|Drama|Sci-Fi	988
2287	Them! (1954)	Sci-Fi|Thriller|War	989
2288	Thing, The (1982)	Action|Horror|Sci-Fi|Thriller	990
3662	Puppet Master III: Toulon's Revenge (1991)	Horror|Sci-Fi|Thriller	991
3594	Center Stage (2000)	Drama	992
3300	Pitch Black (2000)	Action|Sci-Fi	993
1206	Clockwork Orange, A (1971)	Sci-Fi	994
1069	Murder, My Sweet (1944)	Film-Noir|Thriller	995
76	Screamers (1995)	Sci-Fi|Thriller	996
2377	Lifeforce (1985)	Horror|Sci-Fi	997
2010	Metropolis (1926)	Sci-Fi	998
3827	Space Cowboys (2000)	Action|Sci-Fi	999
610	Heavy Metal (1981)	Action|Adventure|Animation|Horror|Sci-Fi	1000
1077	Sleeper (1973)	Comedy|Sci-Fi	1001
2526	Meteor (1979)	Sci-Fi	1002
2527	Westworld (1973)	Action|Sci-Fi|Thriller|Western	1003
2454	Fly, The (1958)	Horror|Sci-Fi	1004
2455	Fly, The (1986)	Horror|Sci-Fi	1005
3696	Night of the Creeps (1986)	Comedy|Horror|Sci-Fi	1006
2533	Escape from the Planet of the Apes (1971)	Action|Sci-Fi	1007
1301	Forbidden Planet (1956)	Sci-Fi	1008
707	Mulholland Falls (1996)	Crime|Film-Noir|Thriller	1009
2613	Night of the Comet (1984)	Action|Horror|Sci-Fi	1010
2542	Lock, Stock & Two Smoking Barrels (1998)	Comedy|Crime|Thriller	1011
496	What Happened Was... (1994)	Comedy|Drama|Romance	1012
2549	Wing Commander (1999)	Action|Sci-Fi	1013
1748	Dark City (1998)	Film-Noir|Sci-Fi|Thriller	1014
3927	Fantastic Voyage (1966)	Adventure|Sci-Fi	1015
2116	Lord of the Rings, The (1978)	Adventure|Animation|Children's|Sci-Fi	1016
2117	Nineteen Eighty-Four (1984)	Drama|Sci-Fi	1017
2985	Robocop (1987)	Action|Crime|Sci-Fi	1018
2989	For Your Eyes Only (1981)	Action	1019
2123	All Dogs Go to Heaven (1989)	Animation|Children's	1020
2052	Hocus Pocus (1993)	Children's|Comedy	1021
2993	Thunderball (1965)	Action	1022
1186	Sex, Lies, and Videotape (1989)	Drama	1023
222	Circle of Friends (1995)	Drama|Romance	1024
158	Casper (1995)	Adventure|Children's	1025
3877	Supergirl (1984)	Action|Adventure|Fantasy	1026
2139	Secret of NIMH, The (1982)	Animation|Children's	1027
3440	Teenage Mutant Ninja Turtles III (1993)	Action|Children's|Fantasy	1028
