user_id	Age	Gender	Occupation	ZipCode	userID	Occupation_Code
860	70	F	retired	48322	860	15
861	38	F	student	14085	866	18
862	25	M	executive	13820	856	6
863	17	M	student	60089	859	18
864	27	M	programmer	63021	862	14
865	25	M	artist	11231	863	1
866	45	M	other	60302	872	13
867	24	M	scientist	92507	865	17
868	21	M	programmer	55303	864	14
869	30	M	student	10025	877	18
870	22	M	student	65203	867	18
871	31	M	executive	44648	868	6
872	19	F	student	74078	871	18
873	48	F	administrator	33763	874	0
874	36	M	scientist	37076	886	17
875	24	F	student	35802	869	18
876	41	M	other	20902	870	13
877	30	M	other	77504	873	13
878	50	F	educator	98027	876	3
879	33	F	administrator	55337	879	0
880	13	M	student	83702	875	18
881	39	M	marketing	43017	878	11
882	35	M	engineer	40503	881	4
883	49	M	librarian	50266	880	10
884	44	M	engineer	55337	882	4
885	30	F	other	95316	884	13
886	20	M	student	61820	883	18
887	14	F	student	27249	890	18
888	41	M	scientist	17036	932	17
889	24	M	technician	78704	885	19
890	32	M	student	97301	888	18
891	51	F	administrator	03062	891	0
892	36	M	other	45243	887	13
893	25	M	student	95823	889	18
894	47	M	educator	74075	892	3
895	31	F	librarian	32301	903	10
896	28	M	writer	91505	893	20
897	30	M	other	33484	894	13
898	23	M	homemaker	61755	902	8
899	32	M	other	55116	896	13
900	60	M	retired	18505	905	15
901	38	M	executive	L1V3W	895	6
902	45	F	artist	97203	901	1
903	28	M	educator	20850	897	3
904	17	F	student	61073	898	18
905	27	M	other	30350	900	13
906	45	M	librarian	70124	904	10
907	25	F	other	80526	899	13
908	44	F	librarian	68504	906	10
909	50	F	educator	53171	926	3
910	28	M	healthcare	29301	914	7
911	37	F	writer	53210	908	20
912	51	M	other	06512	909	13
913	27	M	student	76201	915	18
914	44	F	other	08105	910	13
915	50	M	entertainment	60614	916	5
916	27	M	engineer	N2L5N	907	4
917	22	F	student	20006	924	18
918	40	M	scientist	70116	911	17
919	25	M	other	14216	912	13
920	30	F	artist	90008	941	1
921	20	F	student	98801	913	18
922	29	F	administrator	21114	917	0
923	21	M	student	E2E3R	918	18
924	29	M	other	11753	921	13
925	18	F	salesman	49036	933	16
926	49	M	entertainment	01701	936	5
927	23	M	programmer	55428	920	14
928	21	M	student	55408	919	18
929	44	M	scientist	53711	922	17
930	28	F	scientist	07310	940	17
931	60	M	educator	33556	923	3
932	58	M	educator	06437	925	3
933	28	M	student	48105	928	18
934	61	M	engineer	22902	927	4
935	42	M	doctor	66221	929	2
936	24	M	other	32789	939	13
937	48	M	educator	98072	935	3
938	38	F	technician	55038	930	19
939	26	F	student	33319	938	18
940	32	M	administrator	02215	931	0
941	20	M	student	97229	942	18
942	48	F	librarian	78209	934	10
943	22	M	student	77841	937	18
